0,0
1,0
10.5286,5.80298
11.5667,16.3386
1,0
10.5286,5.80298
11.5667,16.3386
18.2443,25.1643
10.5286,5.80298
11.5667,16.3386
18.2443,25.1643
28.8673,21.3735
11.5667,16.3386
18.2443,25.1643
28.8673,21.3735
39.7904,16.9798
18.2443,25.1643
28.8673,21.3735
39.7904,16.9798
49.6964,20.706

1.0419,0.0228774,4.80663e-05
1.16947,0.0902638,0.000694978
1.29767,0.155393,0.0019259
1.42649,0.218938,0.00359279
1.55538,0.281101,0.00558907
1.68449,0.342283,0.00784583
1.81377,0.402695,0.0103101
1.94311,0.462482,0.0129404
2.07248,0.521771,0.0157045
2.20186,0.58067,0.0185768
2.33124,0.639273,0.0215365
2.46062,0.69766,0.0245664
2.58989,0.755851,0.0276491
2.71904,0.813899,0.0307717
2.84819,0.871911,0.0339263
2.97729,0.929916,0.0371021
3.10616,0.987864,0.0402858
3.23503,1.04591,0.0434758
3.36374,1.10399,0.0466606
3.49232,1.16218,0.0498351
3.62082,1.22052,0.0529941
3.74911,1.27897,0.0561291
3.87732,1.33762,0.0592384
4.00531,1.39644,0.0623133
4.1332,1.45549,0.0653521
4.26087,1.51476,0.0683478
4.3884,1.57429,0.0712975
4.51574,1.63409,0.0741964
4.64286,1.69417,0.0770396
4.76985,1.75458,0.0798247
4.89655,1.81528,0.0825449
5.02309,1.87635,0.0851988
5.14938,1.93775,0.0877806
5.27545,1.99954,0.0902869
5.4013,2.06174,0.0927141
5.52686,2.12432,0.0950566
5.65219,2.18734,0.0973118
5.77724,2.25081,0.0994746
5.902,2.31473,0.101541
6.02648,2.37915,0.103506
6.15065,2.44406,0.105366
6.2745,2.50949,0.107115
6.39803,2.57547,0.10875
6.5212,2.64201,0.110264
6.64402,2.70913,0.111654
6.76646,2.77685,0.112913
6.88852,2.84521,0.114035
7.01016,2.91421,0.115016
7.13137,2.9839,0.115849
7.25214,3.05428,0.116528
7.37242,3.12538,0.117045
7.49223,3.19726,0.117395
7.61152,3.26991,0.117569
7.73024,3.34337,0.11756
7.84842,3.4177,0.11736
7.96596,3.49288,0.11696
8.0829,3.569,0.11635
8.19915,3.64607,0.115522
8.31467,3.72411,0.114465
8.42948,3.80322,0.113168
8.54342,3.88335,0.111619
8.65661,3.96466,0.109805
8.76882,4.04709,0.107715
8.88014,4.13078,0.105332
8.99037,4.2157,0.102644
9.09956,4.30199,0.0996308
9.20754,4.38962,0.0962788
9.31431,4.47875,0.0925657
9.41968,4.56933,0.0884756
9.52368,4.66157,0.0839809
9.62603,4.75539,0.0790658
9.72678,4.85102,0.0736969
9.82567,4.94842,0.0678536
9.92255,5.04769,0.0615062
10.0174,5.149,0.0546176
10.1098,5.25233,0.0471625
10.1996,5.35779,0.0391027
10.2868,5.46557,0.0303929
10.3709,5.57563,0.0210014
10.4516,5.68807,0.0108856
10.5286,5.80297,5.20403e-07
10.6377,5.9822,-0.0178453
10.7021,6.09959,-0.0299749
10.7626,6.21913,-0.0426562
10.8191,6.34062,-0.055865
10.8717,6.46388,-0.069574
10.9205,6.58872,-0.0837557
10.9656,6.71496,-0.098384
11.0071,6.84246,-0.113433
11.0452,6.97103,-0.128874
11.0798,7.10053,-0.14468
11.1113,7.23085,-0.16083
11.1397,7.36188,-0.177304
11.1652,7.49346,-0.194071
11.188,7.62553,-0.211116
11.2081,7.75803,-0.228424
11.2257,7.89084,-0.245972
11.2411,8.0239,-0.263743
11.2542,8.15719,-0.28173
11.2652,8.29063,-0.299912
11.2743,8.42416,-0.318277
11.2817,8.55782,-0.336824
11.2873,8.69147,-0.355526
11.2913,8.82518,-0.374387
11.2939,8.95888,-0.393396
11.2952,9.09255,-0.41254
11.2952,9.22623,-0.431823
11.294,9.35981,-0.451222
11.2917,9.49339,-0.470749
11.2885,9.62687,-0.490387
11.2844,9.76032,-0.510139
11.2796,9.89369,-0.529995
11.2739,10.027,-0.549955
11.2677,10.1602,-0.570015
11.2609,10.2934,-0.59017
11.2536,10.4265,-0.610421
11.2459,10.5596,-0.630761
11.2378,10.6926,-0.651193
11.2295,10.8255,-0.671709
11.2209,10.9584,-0.692313
11.2123,11.0912,-0.712999
11.2035,11.224,-0.733769
11.1947,11.3568,-0.754618
11.186,11.4895,-0.775548
11.1774,11.6222,-0.796556
11.169,11.7549,-0.817642
11.1609,11.8875,-0.838804
11.153,12.0202,-0.860041
11.1455,12.1528,-0.881354
11.1385,12.2854,-0.902739
11.132,12.418,-0.924197
11.1261,12.5506,-0.945726
11.1208,12.6832,-0.967325
11.1162,12.8158,-0.988994
11.1124,12.9484,-1.01073
11.1095,13.0809,-1.03253
11.1075,13.2135,-1.0544
11.1065,13.346,-1.07633
11.1066,13.4786,-1.09832
11.1078,13.6111,-1.12037
11.1104,13.7435,-1.14248
11.1142,13.8759,-1.16464
11.1194,14.0082,-1.18685
11.1262,14.1404,-1.2091
11.1346,14.2726,-1.2314
11.1446,14.4046,-1.25373
11.1564,14.5364,-1.27609
11.1701,14.668,-1.29848
11.1858,14.7995,-1.32089
11.2036,14.9306,-1.34331
11.2236,15.0615,-1.36573
11.2459,15.1919,-1.38815
11.2705,15.322,-1.41054
11.2977,15.4516,-1.43291
11.3275,15.5806,-1.45524
11.36,15.709,-1.4775
11.3953,15.8367,-1.4997
11.4336,15.9636,-1.52181
11.4748,16.0896,-1.54382
11.5192,16.2147,-1.5657
11.5667,16.3386,-1.58744
11.6504,16.5463,-1.62415
11.7042,16.6779,-1.64763
11.7586,16.8092,-1.67123
11.8135,16.9402,-1.69493
11.8689,17.0708,-1.71872
11.9249,17.2013,-1.74261
11.9814,17.3313,-1.76657
12.0384,17.4611,-1.79061
12.096,17.5906,-1.81472
12.1541,17.7198,-1.83889
12.2127,17.8487,-1.86312
12.2718,17.9773,-1.8874
12.3315,18.1057,-1.91174
12.3917,18.2336,-1.93611
12.4525,18.3614,-1.96054
12.5138,18.4887,-1.98499
12.5756,18.6159,-2.00949
12.638,18.7426,-2.034
12.7009,18.8691,-2.05855
12.7645,18.9952,-2.08312
12.8285,19.121,-2.1077
12.8932,19.2464,-2.13231
12.9585,19.3716,-2.15692
13.0243,19.4963,-2.18155
13.0907,19.6207,-2.20618
13.1578,19.7448,-2.23081
13.2255,19.8685,-2.25544
13.2938,19.9918,-2.28008
13.3627,20.1147,-2.3047
13.4323,20.2372,-2.32931
13.5026,20.3593,-2.35391
13.5735,20.481,-2.37849
13.6451,20.6022,-2.40306
13.7174,20.723,-2.4276
13.7905,20.8434,-2.45211
13.8643,20.9632,-2.47659
13.9388,21.0826,-2.50104
14.0141,21.2015,-2.52545
14.0901,21.3198,-2.54981
14.167,21.4376,-2.57414
14.2447,21.5549,-2.59841
14.3232,21.6716,-2.62262
14.4026,21.7876,-2.64677
14.4829,21.903,-2.67086
14.564,22.0178,-2.69488
14.6461,22.1319,-2.71882
14.7292,22.2453,-2.74268
14.8132,22.358,-2.76645
14.8983,22.4699,-2.79012
14.9843,22.5809,-2.81369
15.0715,22.6912,-2.83716
15.1597,22.8005,-2.8605
15.2491,22.9089,-2.88372
15.3396,23.0163,-2.90681
15.4313,23.1227,-2.92974
15.5243,23.2281,-2.95252
15.6185,23.3322,-2.97513
15.7141,23.4352,-2.99757
15.8111,23.5369,-3.01981
15.9094,23.6373,-3.04184
16.0092,23.7362,-3.06365
16.1105,23.8336,-3.08521
16.2134,23.9294,-3.10652
16.3178,24.0235,-3.12755
16.4239,24.1157,-3.14827
16.5318,24.206,-3.16866
16.6414,24.2942,-3.18872
16.7527,24.3801,-3.20838
16.866,24.4637,-3.22763
16.9811,24.5447,-3.24644
17.0983,24.6229,-3.26476
17.2174,24.6982,-3.28256
17.3386,24.7704,-3.29979
17.4618,24.8391,-3.31641
17.5871,24.9041,-3.33235
17.7145,24.9652,-3.34757
17.844,25.0221,-3.362
17.9755,25.0744,-3.37559
18.1089,25.1219,-3.38827
18.2443,25.1643,-3.39997
18.4503,25.2169,-3.41532
18.5901,25.2446,-3.42407
18.731,25.2665,-3.43163
18.8729,25.2827,-3.43804
19.0154,25.2936,-3.44335
19.1584,25.2992,-3.44759
19.3015,25.2999,-3.45083
19.4447,25.296,-3.45312
19.5877,25.2877,-3.45451
19.7305,25.2752,-3.45506
19.8729,25.2588,-3.45483
20.0149,25.2389,-3.45386
20.1564,25.2155,-3.4522
